,data_pregao,cod_acao,nome_emp,preco_abertura,preco_maximo,preco_minimo,preco_fechamento,qtd_negocios,vol_financeiro,perc_fechamento,perc_max
94614,2022-08-16,A1NE34,ARISTA NETWO,165.76,165.76,165.76,165.76,20,430970,0.0,-0.0
94616,2022-08-16,A1RG34,ARGENX SE,77.02,77.02,77.02,77.02,70,600750,0.0,-0.0
94627,2022-08-16,A2RE34,ARES MANAGEM,38.43,38.43,38.43,38.43,140,549540,0.0,-0.0
94676,2022-08-16,B1AM34,BROOKFIELD A,67.76,67.76,67.76,67.76,10,67760,0.0,-0.0
94677,2022-08-16,B1AX34,BAXTER INTER,157.92,157.92,157.92,157.92,20,379000,0.0,-0.0
94678,2022-08-16,B1DX34,BECTON DICKI,275.0,275.0,275.0,275.0,10,275000,0.0,-0.0
94681,2022-08-16,B1MR34,BIOMARIN PHA,245.39,245.39,245.39,245.39,50,1300560,0.0,-0.0
94683,2022-08-16,B1PP34,BP PLC,39.88,39.88,39.88,39.88,10,51840,0.0,-0.0
94689,2022-08-16,B2UR34,BURLINGTONST,29.0,29.0,29.0,29.0,90,281300,0.0,-0.0
94695,2022-08-16,BAER39,US AEROSPACE,27.91,27.91,27.91,27.91,5070,14175480,0.0,-0.0
94725,2022-08-16,BEWC39,MSCI CANADA,46.58,46.58,46.58,46.58,8290,38647420,0.0,-0.0
94728,2022-08-16,BEWW39,MSCI MEXICO,62.29,62.29,62.29,62.29,3230,20138350,0.0,-0.0
94730,2022-08-16,BEZU39,MSCIEUROZONE,49.3,49.3,49.3,49.3,100,502860,0.0,-0.0
94746,2022-08-16,BIHI39,USMEDICDEVIC,8.11,8.11,8.11,8.11,346710,281186670,0.0,-0.0
94747,2022-08-16,BIJH39,CORE MIDCAP,67.69,67.69,67.69,67.69,4840,32775490,0.0,-0.0
94759,2022-08-16,BIYE39,BKR US ENER,72.17,72.17,72.17,72.17,1000,7217000,0.0,-0.0
94770,2022-08-16,BLUT4,B TECH EQI,0.47,0.47,0.45,0.47,158700,7307800,0.0,4.255319148936165
94794,2022-08-16,BRGE3,ALFA CONSORC,6.48,6.48,6.48,6.48,100,64800,0.0,-0.0
94806,2022-08-16,BSLI3,BRB BANCO,20.0,20.0,20.0,20.0,1000,2000000,0.0,-0.0
94809,2022-08-16,BSUS39,ESGMSCIUSA L,47.98,47.98,47.98,47.98,1900,9116200,0.0,-0.0
94814,2022-08-16,BVLU39,MSCIUSVALUEF,51.1,51.1,51.1,51.1,6780,34671350,0.0,-0.0
94816,2022-08-16,C1BO34,CBOE GLOBAL,305.45,305.45,305.45,305.45,20,610900,0.0,-0.0
94822,2022-08-16,C1IC34,CIGNA CORP,375.58,375.58,375.58,375.58,350,13370640,0.0,-0.0
94866,2022-08-16,CPLE5,COPEL,23.24,23.24,23.24,23.24,100,232400,0.0,-0.0
94894,2022-08-16,D1EX34,DEXCOM INC,9.32,9.32,9.32,9.32,40,38210,0.0,-0.0
94898,2022-08-16,D1OW34,DOW INC,71.77,71.77,71.77,71.77,30,215310,0.0,-0.0
94902,2022-08-16,D2KS34,DICKS SPORT,58.0,58.0,58.0,58.0,50,290000,0.0,-0.0
94953,2022-08-16,EQPA7,EQTL PARA,7.26,7.26,7.26,7.26,500,363000,0.0,-0.0
94955,2022-08-16,ESPA3,ESPACOLASER,2.76,2.94,2.68,2.76,17060600,-2147483648,0.0,8.843537414965974
94964,2022-08-16,F1MC34,FMC CORP,291.16,291.16,291.16,291.16,10,378500,0.0,-0.0
94968,2022-08-16,F2RT34,FIRST IND RT,35.8,35.8,35.8,35.8,1600,5728000,0.0,-0.0
94978,2022-08-16,FMXB34,FEMSA,339.32,339.32,339.32,339.32,10,339320,0.0,-0.0
94983,2022-08-16,G1PI34,GLOBAL PAYME,174.48,174.48,174.48,174.48,10,209370,0.0,-0.0
94988,2022-08-16,GEPA3,GER PARANAP,25.0,25.0,25.0,25.0,100,250000,0.0,-0.0
94990,2022-08-16,GETT3,GETNET BR,2.28,2.29,2.27,2.28,4600,1048900,0.0,0.8733624454148492
94991,2022-08-16,GETT4,GETNET BR,2.29,2.3,2.28,2.29,8500,1943700,0.0,0.8695652173913104
95003,2022-08-16,GOGL35,ALPHABET,4.2,4.22,4.16,4.2,14040,5897080,0.0,1.421800947867291
95025,2022-08-16,I1DX34,IDEXX LABORA,393.0,393.0,393.0,393.0,10,393000,0.0,-0.0
95031,2022-08-16,I2NV34,INVITATIONHO,40.94,40.94,40.94,40.94,1700,6959800,0.0,-0.0
95032,2022-08-16,I2RS34,INGERSOLL RD,41.44,41.44,41.44,41.44,60,261070,0.0,-0.0
95039,2022-08-16,INTU34,INTUIT INC,627.54,627.54,627.54,627.54,10,690290,0.0,-0.0
95056,2022-08-16,K1IM34,KIMCO REALTY,122.47,122.47,122.47,122.47,900,11022300,0.0,-0.0
95067,2022-08-16,L1CA34,LABORATORY C,331.65,331.65,331.65,331.65,10,563800,0.0,-0.0
95068,2022-08-16,L1DO34,LEIDOS HOLDI,51.84,51.84,51.84,51.84,70,388800,0.0,-0.0
95074,2022-08-16,L1WH34,LAMB WESTON,212.0,212.0,212.0,212.0,620,13334800,0.0,-0.0
95077,2022-08-16,L2SI34,LIFE STORAGE,46.88,46.88,46.88,46.88,2400,11251200,0.0,-0.0
95092,2022-08-16,M1AA34,MID-AMERICA,243.9,243.9,243.9,243.9,300,7317000,0.0,-0.0
95095,2022-08-16,M1KT34,MARKETAXESS,28.57,28.57,28.57,28.57,20,65710,0.0,-0.0
95105,2022-08-16,M2PW34,MEDICAL P TR,42.72,42.72,42.72,42.72,10,42720,0.0,-0.0
95106,2022-08-16,M2RV34,MARVELL TEC,27.73,27.73,27.73,27.73,70,202420,0.0,-0.0
95133,2022-08-16,MRSA5B,MRS LOGIST,24.0,24.0,24.0,24.0,100,240000,0.0,-0.0
95144,2022-08-16,N1CL34,NORWEGIAN CR,75.21,75.21,75.21,75.21,100,752100,0.0,-0.0
95146,2022-08-16,N1EM34,NEWMONT GOLD,235.92,235.92,235.92,235.92,50,1179600,0.0,-0.0
95147,2022-08-16,N1LS34,NIELSEN HOLD,144.04,144.04,144.04,144.04,180,2592720,0.0,-0.0
95161,2022-08-16,NOKI34,NOKIA CORP,26.5,26.5,26.5,26.5,200,530000,0.0,-0.0
95162,2022-08-16,NORD3,NORDON MET,6.41,6.41,6.41,6.41,300,192300,0.0,-0.0
95167,2022-08-16,O1MC34,OMNICOM GROU,188.6,188.6,188.6,188.6,20,471500,0.0,-0.0
95181,2022-08-16,P2AN34,PALOALTO NET,44.57,44.57,44.57,44.57,40,200560,0.0,-0.0
95214,2022-08-16,PPLA11,PPLA,4.5,4.5,4.5,4.5,20,9000,0.0,-0.0
95229,2022-08-16,R2HH34,RH,28.28,28.28,28.28,28.28,20,67870,0.0,-0.0
95248,2022-08-16,ROST34,ROSS STORES,238.0,238.0,238.0,238.0,600,14280000,0.0,-0.0
95255,2022-08-16,S1IV34,SVB FINANCIA,612.42,612.42,612.42,612.42,220,13534480,0.0,-0.0
95257,2022-08-16,S1KM34,SK TELECOM C,28.47,28.47,28.47,28.47,10,42700,0.0,-0.0
95263,2022-08-16,S1YY34,SYSCO CORP,220.69,220.69,220.69,220.69,20,551720,0.0,-0.0
95279,2022-08-16,SAPR4,SANEPAR,3.74,3.8,3.73,3.74,2104400,790463200,0.0,1.8421052631578894
95310,2022-08-16,SYNE3,SYN PROP TEC,4.7,4.76,4.56,4.7,545900,254461900,0.0,4.201680672268915
95316,2022-08-16,T1SS34,TENARIS SA,67.0,67.0,67.0,67.0,100,670000,0.0,-0.0
95318,2022-08-16,T1WL34,TWILIO INC,17.74,17.74,17.51,17.74,200,366150,0.0,1.296505073280707
95321,2022-08-16,T2ER34,TERADYNE INC,28.83,28.83,28.83,28.83,100,302710,0.0,-0.0
95352,2022-08-16,TSNF34,TYSON FOODS,422.71,422.71,422.71,422.71,100,4227100,0.0,-0.0
95358,2022-08-16,U1AL34,UNITED AIRLI,103.81,103.81,103.81,103.81,60,622860,0.0,-0.0
95362,2022-08-16,U1NM34,UNUM GROUP,201.34,201.34,201.34,201.34,70,1409380,0.0,-0.0
95364,2022-08-16,U2PS34,UPSTART HOLD,8.76,8.76,8.76,8.76,500,438000,0.0,-0.0
95379,2022-08-16,V1IP34,VIPSHOP HOLD,25.34,25.34,25.34,25.34,820,2082940,0.0,-0.0
95381,2022-08-16,V2MW34,VMWARE INC,52.25,52.25,52.25,52.25,40,240350,0.0,-0.0
95396,2022-08-16,W1AB34,WABTEC CORP,247.48,247.48,247.48,247.48,10,272220,0.0,-0.0
104388,2022-08-17,A1BB34,ABB LTD,38.83,38.83,38.83,38.83,10,58240,0.0,-0.0
104389,2022-08-17,A1CR34,AMCOR PLC,67.06,67.06,67.06,67.06,100,717540,0.0,-0.0
104400,2022-08-17,A1MP34,AMERIPRISE F,371.86,371.86,371.86,371.86,20,892460,0.0,-0.0
104403,2022-08-17,A1NE34,ARISTA NETWO,167.45,167.45,167.45,167.45,20,368390,0.0,-0.0
104409,2022-08-17,A2LC34,ALCON INC,35.77,35.77,35.77,35.77,100,357700,0.0,-0.0
104410,2022-08-17,A2RE34,ARES MANAGEM,39.05,39.05,39.05,39.05,120,484220,0.0,-0.0
104411,2022-08-17,A2RW34,ARROW ELECTR,38.7,38.7,38.7,38.7,200,774000,0.0,-0.0
104458,2022-08-17,B1AM34,BROOKFIELD A,67.76,67.76,67.76,67.76,400,2710400,0.0,-0.0
104459,2022-08-17,B1AX34,BAXTER INTER,158.61,158.61,158.61,158.61,20,317220,0.0,-0.0
104468,2022-08-17,B2UR34,BURLINGTONST,29.63,29.63,29.63,29.63,80,257780,0.0,-0.0
104474,2022-08-17,BAER39,US AEROSPACE,27.93,27.93,27.93,27.93,13060,36482160,0.0,-0.0
104501,2022-08-17,BEWC39,MSCI CANADA,46.42,46.42,46.42,46.42,10180,47264840,0.0,-0.0
104505,2022-08-17,BEWW39,MSCI MEXICO,62.28,62.28,62.28,62.28,5870,36601950,0.0,-0.0
104507,2022-08-17,BEZU39,MSCIEUROZONE,49.35,49.35,49.35,49.35,260,1327510,0.0,-0.0
104508,2022-08-17,BFBI39,FT NYSE BIOT,37.6,37.6,37.6,37.6,10,45120,0.0,-0.0
104509,2022-08-17,BFCG39,FT NAT GAS,64.5,64.5,64.5,64.5,100,645000,0.0,-0.0
104514,2022-08-17,BGWH39,COREDIVGROWT,54.24,54.24,54.24,54.24,6910,37506960,0.0,-0.0
104519,2022-08-17,BIEF39,COREMSCIEAFE,40.05,40.05,40.02,40.05,9860,39392260,0.0,0.07490636704118314
104523,2022-08-17,BIHI39,USMEDICDEVIC,8.1,8.1,8.1,8.1,20,19440,0.0,-0.0
104526,2022-08-17,BILF39,LATIN AMER40,44.02,44.02,44.02,44.02,6960,30651120,0.0,-0.0
104532,2022-08-17,BIWF39,RUSSEL1000GR,52.85,52.85,52.85,52.85,55740,294601750,0.0,-0.0
104535,2022-08-17,BIYF39,US FINANCIAL,27.35,27.35,27.35,27.35,110,300850,0.0,-0.0
104536,2022-08-17,BIYW39,US TECHNOLOG,13.77,13.77,13.77,13.77,173080,238336660,0.0,-0.0
104545,2022-08-17,BLUT4,B TECH EQI,0.47,0.49,0.45,0.47,1093500,52069700,0.0,8.163265306122447
104552,2022-08-17,BNBR3,NORD BRASIL,71.0,71.0,71.0,71.0,300,2130000,0.0,-0.0
104556,2022-08-17,BOBR4,BOMBRIL,1.26,1.27,1.24,1.26,16100,2017500,0.0,2.3622047244094557
104573,2022-08-17,BRGE6,ALFA CONSORC,7.76,7.76,7.76,7.76,100,77600,0.0,-0.0
104581,2022-08-17,BRSR5,BANRISUL,17.31,17.31,17.31,17.31,100,173100,0.0,-0.0
104585,2022-08-17,BSLI4,BRB BANCO,13.5,13.51,13.5,13.5,500,675100,0.0,0.07401924500369805
104591,2022-08-17,BUSM39,MSCI US MVOL,49.2,49.2,49.2,49.2,10430,51350040,0.0,-0.0
104593,2022-08-17,BVLU39,MSCIUSVALUEF,50.8,50.8,50.8,50.8,10020,50932080,0.0,-0.0
104594,2022-08-17,BXTC39,EXPON TECHNL,45.68,45.68,45.68,45.68,10,45680,0.0,-0.0
104599,2022-08-17,C1GP34,COSTAR GROUP,3.81,3.81,3.81,3.81,10,4570,0.0,-0.0
104611,2022-08-17,C2RS34,CRISPR THERA,46.21,46.21,46.21,46.21,30,138630,0.0,-0.0
104613,2022-08-17,CALI3,CONST A LIND,8.5,8.5,8.5,8.5,200,170000,0.0,-0.0
104621,2022-08-17,CEAB3,CEA MODAS,3.55,3.64,3.46,3.55,10099600,-2147483648,0.0,4.94505494505495
104625,2022-08-17,CEDO3,CEDRO,6.16,6.2,6.16,6.16,1800,1110400,0.0,0.6451612903225823
104626,2022-08-17,CEDO4,CEDRO,4.63,4.63,4.63,4.63,100,46300,0.0,-0.0
104629,2022-08-17,CGAS5,COMGAS,128.0,128.0,127.99,128.0,600,7679900,0.0,0.007812500000003997
104645,2022-08-17,COGN3,COGNA ON,2.65,2.79,2.64,2.65,36745000,-2147483648,0.0,5.376344086021501
104672,2022-08-17,CYRE3,CYRELA REALT,15.3,15.49,14.99,15.3,5951500,-2147483648,0.0,3.2278889606197514
104673,2022-08-17,D1EL34,DELL TECHNOL,244.86,244.86,244.86,244.86,10,244860,0.0,-0.0
104677,2022-08-17,D1OW34,DOW INC,71.75,71.75,71.5,71.75,30,243380,0.0,0.34843205574912606
104679,2022-08-17,D2AS34,DOORDASH INC,24.53,24.53,24.53,24.53,100,245300,0.0,-0.0
104681,2022-08-17,D2KS34,DICKS SPORT,58.3,58.3,58.3,58.3,20,116600,0.0,-0.0
104682,2022-08-17,D2PZ34,DOMINOSPIZZA,42.68,42.68,42.68,42.68,150,648730,0.0,-0.0
104691,2022-08-17,DHER34,DANAHER CORP,383.61,383.61,383.61,383.61,40,1572800,0.0,-0.0
104707,2022-08-17,E1WL34,EDWARDS LIFE,130.66,130.66,130.66,130.66,30,444240,0.0,-0.0
104710,2022-08-17,E2TS34,ETSY INC,40.58,40.58,40.58,40.58,10,52750,0.0,-0.0
104717,2022-08-17,EKTR3,ELEKTRO,30.01,30.01,30.01,30.01,200,600100,0.0,-0.0
104718,2022-08-17,EKTR4,ELEKTRO,30.99,30.99,30.99,30.99,200,619800,0.0,-0.0
104734,2022-08-17,EPAR3,EMBPAR S/A,12.7,12.7,12.7,12.7,200,254000,0.0,-0.0
104736,2022-08-17,EQMA3B,EQTLMARANHAO,30.0,30.0,30.0,30.0,100,300000,0.0,-0.0
104743,2022-08-17,EXGR34,EXPEDIA GROU,298.0,298.0,298.0,298.0,10,357600,0.0,-0.0
104749,2022-08-17,F1MC34,FMC CORP,291.69,291.69,291.69,291.69,10,320850,0.0,-0.0
104753,2022-08-17,F2NV34,FRANCONEVADA,44.8,44.8,44.8,44.8,370,1657600,0.0,-0.0
104757,2022-08-17,FESA3,FERBASA,52.0,52.0,52.0,52.0,100,520000,0.0,-0.0
104763,2022-08-17,FNCN3,FINANSINOS,11.6,11.6,11.6,11.6,100,116000,0.0,-0.0
104768,2022-08-17,G1PI34,GLOBAL PAYME,172.92,172.92,172.92,172.92,10,190210,0.0,-0.0
104771,2022-08-17,GDXB39,VE GOLD ETF,44.55,44.55,44.55,44.55,30,164830,0.0,-0.0
104773,2022-08-17,GEPA3,GER PARANAP,25.0,25.0,25.0,25.0,200,500000,0.0,-0.0
104782,2022-08-17,GILD34,GILEAD,170.66,170.66,170.66,170.66,10,170660,0.0,-0.0
104791,2022-08-17,GPRO34,GOPRO,35.28,35.28,35.28,35.28,100,352800,0.0,-0.0
104795,2022-08-17,H1DB34,HDFC BANK LT,66.69,66.69,66.69,66.69,240,1600560,0.0,-0.0
104806,2022-08-17,HETA4,HERCULES,5.44,5.44,5.44,5.44,100,54400,0.0,-0.0
104810,2022-08-17,I1LM34,ILLUMINA INC,221.78,221.78,221.78,221.78,10,221780,0.0,-0.0
104812,2022-08-17,I1RM34,IRON MOUNTAI,279.82,279.82,279.82,279.82,20,727530,0.0,-0.0
104814,2022-08-17,I1VZ34,INVESCO LTD,96.6,96.6,96.6,96.6,40,386400,0.0,-0.0
104815,2022-08-17,I2RS34,INGERSOLL RD,44.97,44.97,44.97,44.97,50,242830,0.0,-0.0
104817,2022-08-17,IBOV11,IBOVESPA,113716.0,113716.0,113716.0,113716.0,140180,-2147483648,0.0,-0.0
104822,2022-08-17,INGG34,ING GROEP,49.4,49.4,49.4,49.4,20,108680,0.0,-0.0
104838,2022-08-17,K1BF34,KB FINANCIAL,50.82,50.82,50.82,50.82,340,1727880,0.0,-0.0
104841,2022-08-17,K1RC34,KROGER CO,251.72,251.72,251.72,251.72,4170,105193780,0.0,-0.0
104843,2022-08-17,K1TC34,KT CORP,74.0,74.0,74.0,74.0,60,444000,0.0,-0.0
104852,2022-08-17,L1DO34,LEIDOS HOLDI,52.19,52.19,52.19,52.19,60,334010,0.0,-0.0
104858,2022-08-17,L1YV34,LIVE NATION,100.4,100.4,100.4,100.4,30,321280,0.0,-0.0
104860,2022-08-17,L2SI34,LIFE STORAGE,46.87,46.87,46.87,46.87,1400,6561800,0.0,-0.0
104867,2022-08-17,LMTB34,LOCKHEED,2284.64,2284.64,2284.64,2284.64,100,22846400,0.0,-0.0
104875,2022-08-17,M1CK34,MCKESSON COR,475.46,475.46,475.46,475.46,30,1711650,0.0,-0.0
104880,2022-08-17,M1TC34,MATCH GROUP,17.18,17.18,17.18,17.18,50,85900,0.0,-0.0
104882,2022-08-17,M2AS34,MASIMO CORP,28.46,28.46,28.46,28.46,10,36990,0.0,-0.0
104885,2022-08-17,M2RV34,MARVELL TEC,27.24,27.24,27.24,27.24,60,168880,0.0,-0.0
104924,2022-08-17,N1LS34,NIELSEN HOLD,142.75,142.75,142.75,142.75,180,2569500,0.0,-0.0
104927,2022-08-17,N1VO34,NOVO NORDISK,67.76,67.76,67.76,67.76,110,758910,0.0,-0.0
104929,2022-08-17,N1XP34,NXP SEMICOND,466.28,466.28,466.28,466.28,900,41965200,0.0,-0.0
104940,2022-08-17,NORD3,NORDON MET,6.01,6.01,6.01,6.01,100,60100,0.0,-0.0
104945,2022-08-17,O1MC34,OMNICOM GROU,188.72,188.72,188.72,188.72,20,396310,0.0,-0.0
104949,2022-08-17,ONCO3,ONCOCLINICAS,5.8,5.96,5.42,5.8,4276100,-2147483648,0.0,9.060402684563762
104956,2022-08-17,P1GR34,THE PROGRESS,328.0,328.0,328.0,328.0,10,393600,0.0,-0.0
104957,2022-08-17,P1HM34,PULTEGROUP I,225.0,225.0,225.0,225.0,10,405000,0.0,-0.0
104959,2022-08-17,P2AN34,PALOALTO NET,44.25,44.25,44.25,44.25,390,1780230,0.0,-0.0
104961,2022-08-17,P2LN34,PLANETFITNES,50.15,50.15,50.15,50.15,50,250750,0.0,-0.0
104969,2022-08-17,PEAB4,PAR AL BAHIA,79.99,79.99,79.99,79.99,100,799900,0.0,-0.0
104981,2022-08-17,PLAS3,PLASCAR PART,8.5,8.97,8.5,8.5,800,699000,0.0,5.239687848383512
105021,2022-08-17,ROST34,ROSS STORES,241.35,241.35,241.35,241.35,200,4827000,0.0,-0.0
105025,2022-08-17,RYTT34,RAYTHEONTECH,81.85,81.85,81.85,81.85,30,294660,0.0,-0.0
105027,2022-08-17,S1IV34,SVB FINANCIA,594.07,594.07,594.07,594.07,20,1306950,0.0,-0.0
105035,2022-08-17,S1YM34,NORTONLIFE,122.85,122.85,122.85,122.85,20,343980,0.0,-0.0
105048,2022-08-17,SANB3,SANTANDER BR,14.3,14.4,14.2,14.3,78300,112079900,0.0,1.388888888888895
105076,2022-08-17,SSFO34,SALESFOR INC,44.11,44.52,43.85,44.11,1090,4836380,0.0,1.5049415992812287
105093,2022-08-17,T2ER34,TERADYNE INC,28.83,28.83,28.83,28.83,80,256580,0.0,-0.0
105106,2022-08-17,TEXA34,TEXAS INC,61.15,61.15,61.15,61.15,60,397470,0.0,-0.0
105117,2022-08-17,TPRY34,TAPESTRY INC,193.0,193.0,193.0,193.0,20,424600,0.0,-0.0
105134,2022-08-17,U1NM34,UNUM GROUP,202.51,202.51,202.51,202.51,60,1215060,0.0,-0.0
105135,2022-08-17,U1RI34,UNITED RENTA,854.68,854.68,854.68,854.68,10,1111080,0.0,-0.0
105147,2022-08-17,V1NO34,VORNADO REAL,152.16,152.16,152.16,152.16,40,699930,0.0,-0.0
105150,2022-08-17,V2MW34,VMWARE INC,51.88,51.88,51.88,51.88,40,212700,0.0,-0.0
105163,2022-08-17,VRTX34,VERTEX PHARM,387.98,387.98,387.98,387.98,10,426770,0.0,-0.0
105166,2022-08-17,W1AB34,WABTEC CORP,244.41,244.41,244.41,244.41,10,244410,0.0,-0.0
105169,2022-08-17,W1EL34,WELLTOWER IN,210.32,210.32,210.32,210.32,10,294440,0.0,-0.0
105172,2022-08-17,W1MC34,WASTE MANAG,451.98,451.98,451.98,451.98,20,1039550,0.0,-0.0
105173,2022-08-17,W1MG34,WARNER MUSIC,37.74,37.74,37.74,37.74,20,79250,0.0,-0.0
105181,2022-08-17,WHRL3,WHIRLPOOL,5.01,5.04,5.01,5.01,700,350900,0.0,0.5952380952381042
114220,2022-08-18,A1FL34,AFLAC INC,331.32,331.32,331.32,331.32,10,331320,0.0,-0.0
114221,2022-08-18,A1IV34,APARTMENT IN,48.35,48.35,48.35,48.35,10,53180,0.0,-0.0
114241,2022-08-18,A2MR34,AMYRIS INC,18.04,18.04,18.04,18.04,7380,13329750,0.0,-0.0
114242,2022-08-18,A2RE34,ARES MANAGEM,40.55,40.55,40.55,40.55,40,166250,0.0,-0.0
114275,2022-08-18,APTV34,APTIV PLC,275.95,275.95,275.95,275.95,1890,52320120,0.0,-0.0
114303,2022-08-18,B2UR34,BURLINGTONST,29.38,29.38,29.38,29.38,20,76380,0.0,-0.0
114309,2022-08-18,BAER39,US AEROSPACE,27.94,27.94,27.94,27.94,8290,23165050,0.0,-0.0
114311,2022-08-18,BAUH4,EXCELSIOR,76.88,76.88,76.88,76.88,100,768800,0.0,-0.0
114334,2022-08-18,BEWA39,MSCIAUSTRALI,39.43,39.43,39.43,39.43,7360,29032300,0.0,-0.0
114341,2022-08-18,BEWZ39,MSCI BRAZIL,54.83,54.83,54.83,54.83,630,3503630,0.0,-0.0
114345,2022-08-18,BGIP3,BANESE,30.99,30.99,30.99,30.99,100,309900,0.0,-0.0
114348,2022-08-18,BGWH39,COREDIVGROWT,54.37,54.37,54.37,54.37,6210,33780080,0.0,-0.0
114360,2022-08-18,BIJH39,CORE MIDCAP,67.65,67.65,67.65,67.65,2180,14781520,0.0,-0.0
114362,2022-08-18,BILF39,LATIN AMER40,43.77,43.77,43.77,43.77,1290,5681340,0.0,-0.0
114368,2022-08-18,BIWF39,RUSSEL1000GR,52.91,52.91,52.91,52.91,55500,293650500,0.0,-0.0
114370,2022-08-18,BIXJ39,GLOBALHEALTH,53.77,53.77,53.77,53.77,40,215080,0.0,-0.0
114371,2022-08-18,BIXN39,GLOBAL TECH,9.25,9.25,9.25,9.25,10,13870,0.0,-0.0
114372,2022-08-18,BIYE39,BKR US ENER,74.7,74.7,74.7,74.7,1000,7470000,0.0,-0.0
114385,2022-08-18,BMEB4,MERC BRASIL,10.0,10.13,10.0,10.0,16200,16202800,0.0,1.2833168805528206
114387,2022-08-18,BMIN4,MERC INVEST,13.05,13.05,13.05,13.05,400,522000,0.0,-0.0
114410,2022-08-18,BRGE3,ALFA CONSORC,6.34,6.34,6.34,6.34,100,63400,0.0,-0.0
114420,2022-08-18,BRSR5,BANRISUL,17.2,17.2,17.2,17.2,500,860000,0.0,-0.0
114425,2022-08-18,BSLI4,BRB BANCO,13.6,13.6,13.6,13.6,500,680000,0.0,-0.0
114428,2022-08-18,BSUS39,ESGMSCIUSA L,48.01,48.01,48.01,48.01,30,144030,0.0,-0.0
114432,2022-08-18,BVLU39,MSCIUSVALUEF,51.15,51.15,51.15,51.15,2990,15304080,0.0,-0.0
114450,2022-08-18,CAML3,CAMIL,10.21,10.3,10.0,10.21,760300,772877600,0.0,2.912621359223311
114486,2022-08-18,CRDE3,CR2,19.6,19.6,19.6,19.6,700,1372000,0.0,-0.0
114499,2022-08-18,CSRN5,COSERN,21.0,21.0,21.0,21.0,100,210000,0.0,-0.0
114517,2022-08-18,D1OW34,DOW INC,72.44,72.66,72.31,72.44,60,442180,0.0,0.481695568400764
114519,2022-08-18,D2KS34,DICKS SPORT,57.5,57.5,57.5,57.5,50,287500,0.0,-0.0
114545,2022-08-18,E1RI34,ERICSSON LM,19.74,19.74,19.74,19.74,20,49350,0.0,-0.0
114552,2022-08-18,EALT3,ACO ALTONA,9.8,9.8,9.8,9.8,100,98000,0.0,-0.0
114561,2022-08-18,EMAE4,EMAE,36.75,36.75,36.75,36.75,200,735000,0.0,-0.0
114588,2022-08-18,FASL34,FASTENAL,289.44,289.44,289.44,289.44,60,1736640,0.0,-0.0
114602,2022-08-18,G1WW34,WW GRAINGER,75.84,75.84,75.84,75.84,7390,56045760,0.0,-0.0
114605,2022-08-18,GDXB39,VE GOLD ETF,44.63,44.63,44.63,44.63,40,205290,0.0,-0.0
114607,2022-08-18,GEPA4,GER PARANAP,25.61,25.61,25.6,25.61,19600,50186600,0.0,0.03904724716906616
114608,2022-08-18,GETT3,GETNET BR,2.28,2.29,2.25,2.28,6600,1493600,0.0,1.7467248908296984
114627,2022-08-18,H1BA34,HUNTINGTON B,73.5,73.5,73.5,73.5,10,73500,0.0,-0.0
114628,2022-08-18,H1DB34,HDFC BANK LT,66.78,66.78,66.78,66.78,20,133560,0.0,-0.0
114634,2022-08-18,H2TA34,HEALTH REALT,34.48,34.48,34.48,34.48,30,106880,0.0,-0.0
114649,2022-08-18,I1QY34,IQIYI INC,9.46,9.46,9.46,9.46,300,283800,0.0,-0.0
114651,2022-08-18,I2RS34,INGERSOLL RD,45.18,45.18,45.18,45.18,280,1283110,0.0,-0.0
114662,2022-08-18,ITSA4,ITAUSA,9.5,9.56,9.43,9.5,14465400,-2147483648,0.0,1.3598326359832713
114663,2022-08-18,ITUB3,ITAUUNIBANCO,23.28,23.47,23.2,23.28,466800,1088104300,0.0,1.1504047720494182
114675,2022-08-18,K1RC34,KROGER CO,255.3,255.3,255.3,255.3,10,459540,0.0,-0.0
114676,2022-08-18,K1SS34,KOHLS CORP,161.4,161.4,161.4,161.4,100,1614000,0.0,-0.0
114687,2022-08-18,L1DO34,LEIDOS HOLDI,52.6,52.6,52.6,52.6,20,115720,0.0,-0.0
114692,2022-08-18,L1VS34,LAS VEGAS SA,38.84,38.84,38.84,38.84,20,77680,0.0,-0.0
114694,2022-08-18,L1YV34,LIVE NATION,100.2,100.2,100.2,100.2,10,130260,0.0,-0.0
114695,2022-08-18,L2AZ34,LUMINAR TECH,26.5,26.5,26.5,26.5,10,26500,0.0,-0.0
114702,2022-08-18,LIPR3,ELETROPAR,65.2,65.2,65.2,65.2,100,652000,0.0,-0.0
114717,2022-08-18,M1PC34,MARATHON PET,523.0,523.0,523.0,523.0,40,2092000,0.0,-0.0
114722,2022-08-18,M1UF34,MITSUBISHI U,27.75,27.75,27.75,27.75,50,158170,0.0,-0.0
114725,2022-08-18,M2RV34,MARVELL TEC,28.6,28.6,28.6,28.6,20,65780,0.0,-0.0
114748,2022-08-18,MODL4,MODALMAIS,2.81,2.85,2.78,2.81,8300,2342400,0.0,2.4561403508772006
114750,2022-08-18,MOOO34,ALTRIA GROUP,236.0,236.0,235.29,236.0,10,329780,0.0,0.30084745762711806
114761,2022-08-18,MTSA4,METISA,43.25,43.25,43.25,43.25,3800,16435000,0.0,-0.0
114768,2022-08-18,N1LS34,NIELSEN HOLD,142.92,142.92,142.92,142.92,180,2572560,0.0,-0.0
