,data_pregao,cod_acao,nome_emp,preco_abertura,preco_maximo,preco_minimo,preco_fechamento,qtd_negocios,vol_financeiro,perc_fechamento,perc_max
7,2022-08-01,A1LB34,ALBEMARLE CO,1247.17,1247.17,1247.17,1247.17,100,13095280,0.0,-0.0
20,2022-08-01,A1VB34,AVALONBAY CO,271.2,271.2,271.2,271.2,410,11119200,0.0,-0.0
25,2022-08-01,A2RR34,ARROWHEAD PH,27.24,27.24,27.24,27.24,10,49030,0.0,-0.0
35,2022-08-01,ACNB34,ACCENTURE,1572.1,1572.1,1572.1,1572.1,10,1572100,0.0,-0.0
76,2022-08-01,B1CS34,BARCLAYS PLC,41.54,41.54,41.54,41.54,340,1412360,0.0,-0.0
84,2022-08-01,B2UR34,BURLINGTONST,25.83,25.83,25.83,25.83,10,25830,0.0,-0.0
92,2022-08-01,BAUH4,EXCELSIOR,76.0,76.0,76.0,76.0,100,760000,0.0,-0.0
99,2022-08-01,BBYY34,BEST BUY,397.66,397.66,397.66,397.66,660,26484150,0.0,-0.0
106,2022-08-01,BCWV39,MSCIGLMIVOLF,50.6,50.6,50.6,50.6,10,50600,0.0,-0.0
114,2022-08-01,BEES4,BANESTES,5.26,5.43,5.26,5.26,4700,2487900,0.0,3.130755064456725
123,2022-08-01,BEWC39,MSCI CANADA,45.36,45.36,45.36,45.36,16350,74172670,0.0,-0.0
125,2022-08-01,BEWH39,MSCIHONGKONG,36.36,36.36,36.36,36.36,20,72720,0.0,-0.0
130,2022-08-01,BEWZ39,MSCI BRAZIL,49.54,49.54,49.54,49.54,49100,243261210,0.0,-0.0
131,2022-08-01,BFDL39,FTMOR DV LEA,47.15,47.15,47.15,47.15,20,99010,0.0,-0.0
133,2022-08-01,BGIP3,BANESE,30.99,30.99,30.99,30.99,100,309900,0.0,-0.0
145,2022-08-01,BIEV39,EUROPE ETF,46.38,46.38,46.38,46.38,10,46380,0.0,-0.0
151,2022-08-01,BILF39,LATIN AMER40,40.09,40.09,40.09,40.09,69060,276885590,0.0,-0.0
157,2022-08-01,BIWF39,RUSSEL1000GR,50.72,50.72,50.72,50.72,3540,18000520,0.0,-0.0
172,2022-08-01,BLUT4,B TECH EQI,0.47,0.48,0.46,0.47,270900,12775800,0.0,4.1666666666666625
174,2022-08-01,BMGB4,BANCO BMG,2.49,2.57,2.46,2.49,1034300,259868100,0.0,4.280155642023342
201,2022-08-01,BRKM6,BRASKEM,21.01,21.01,21.01,21.01,300,630300,0.0,-0.0
208,2022-08-01,BSLI3,BRB BANCO,21.0,21.0,21.0,21.0,100,210000,0.0,-0.0
216,2022-08-01,BVLU39,MSCIUSVALUEF,49.77,49.77,49.77,49.77,19630,97698510,0.0,-0.0
219,2022-08-01,C1BS34,PARAMOUNT GL,124.61,124.61,124.61,124.61,30,398750,0.0,-0.0
229,2022-08-01,C1TV34,CORTEVA INC,72.76,72.76,72.76,72.76,590,4329220,0.0,-0.0
244,2022-08-01,CEDO4,CEDRO,4.37,4.37,4.37,4.37,1000,437000,0.0,-0.0
274,2022-08-01,CRIV3,ALFA FINANC,3.0,3.0,3.0,3.0,100,30000,0.0,-0.0
275,2022-08-01,CRIV4,ALFA FINANC,4.6,4.6,4.6,4.6,100,46000,0.0,-0.0
279,2022-08-01,CSED3,CRUZEIRO EDU,3.65,3.68,3.54,3.65,776500,281201000,0.0,3.8043478260869623
295,2022-08-01,D1EL34,DELL TECHNOL,235.06,235.06,235.06,235.06,400,9402400,0.0,-0.0
313,2022-08-01,DEXP4,DEXXOS PAR,7.31,7.31,7.31,7.31,100,73100,0.0,-0.0
339,2022-08-01,EALT3,ACO ALTONA,8.17,8.17,8.17,8.17,400,326800,0.0,-0.0
357,2022-08-01,ENJU3,ENJOEI,1.17,1.19,1.13,1.17,1326800,154899700,0.0,5.042016806722693
358,2022-08-01,ENMT3,ENERGISA MT,84.5,84.5,84.5,84.5,100,845000,0.0,-0.0
371,2022-08-01,F1NI34,FIDELITY NAT,33.58,33.58,33.58,33.58,370,1242460,0.0,-0.0
373,2022-08-01,F2RT34,FIRST IND RT,33.33,33.33,33.33,33.33,6060,20197980,0.0,-0.0
377,2022-08-01,FESA3,FERBASA,45.46,45.46,45.46,45.46,100,454600,0.0,-0.0
383,2022-08-01,FOXC34,FOX CORP,172.94,172.94,172.94,172.94,30,518820,0.0,-0.0
390,2022-08-01,G1SK34,GSK PLC,43.38,43.38,43.38,43.38,10,47710,0.0,-0.0
401,2022-08-01,GFSA3,GAFISA,1.23,1.29,1.22,1.23,8525600,1068411500,0.0,5.4263565891472965
414,2022-08-01,GPSI34,GAP,50.62,50.62,50.62,50.62,190,982020,0.0,-0.0
421,2022-08-01,H1OG34,HARLEY-DAVID,193.87,193.87,193.87,193.87,10,193870,0.0,-0.0
422,2022-08-01,H1RB34,HER BLOCK IN,207.0,207.0,207.0,207.0,330,6831000,0.0,-0.0
425,2022-08-01,H2TA34,HEALTH REALT,34.08,34.08,34.08,34.08,20,81790,0.0,-0.0
427,2022-08-01,HAGA4,HAGA S/A,1.17,1.17,1.17,1.17,700,81900,0.0,-0.0
442,2022-08-01,I1VZ34,INVESCO LTD,92.4,92.4,92.4,92.4,10,147840,0.0,-0.0
443,2022-08-01,I2NV34,INVITATIONHO,40.01,40.01,40.01,40.01,1530,6121530,0.0,-0.0
444,2022-08-01,I2RS34,INGERSOLL RD,42.21,42.21,42.21,42.21,150,666910,0.0,-0.0
450,2022-08-01,INGG34,ING GROEP,50.1,50.1,50.1,50.1,10,50100,0.0,-0.0
469,2022-08-01,K1IM34,KIMCO REALTY,112.31,112.31,112.31,112.31,1480,16621880,0.0,-0.0
471,2022-08-01,K1SS34,KOHLS CORP,151.0,151.0,151.0,151.0,20,302000,0.0,-0.0
488,2022-08-01,L1RC34,LAM RESEARCH,650.62,650.62,650.62,650.62,420,27391100,0.0,-0.0
490,2022-08-01,L1WH34,LAMB WESTON,206.94,206.94,206.94,206.94,20,413880,0.0,-0.0
494,2022-08-01,L2SI34,LIFE STORAGE,42.86,42.86,42.86,42.86,10070,43160020,0.0,-0.0
510,2022-08-01,M1AA34,MID-AMERICA,236.14,236.14,236.14,236.14,700,16529800,0.0,-0.0
512,2022-08-01,M1CK34,MCKESSON COR,443.69,443.69,443.69,443.69,270,12378950,0.0,-0.0
522,2022-08-01,M2KS34,MKS INSTRUME,34.3,34.3,34.3,34.3,10,61740,0.0,-0.0
540,2022-08-01,MGEL4,MANGELS INDL,15.51,15.51,15.51,15.51,200,310200,0.0,-0.0
569,2022-08-01,N1UE34,NUCOR CORP,694.5,694.5,694.5,694.5,10,694500,0.0,-0.0
572,2022-08-01,N1WL34,NEWELL BRAND,103.96,103.96,103.96,103.96,100,1039600,0.0,-0.0
573,2022-08-01,N1XP34,NXP SEMICOND,476.03,476.03,476.03,476.03,570,27133710,0.0,-0.0
587,2022-08-01,NORD3,NORDON MET,5.93,5.93,5.93,5.93,100,59300,0.0,-0.0
596,2022-08-01,OFSA3,OUROFINO S/A,22.46,23.01,22.46,22.46,12700,28959600,0.0,2.3902651021295074
616,2022-08-01,PATI4,PANATLANTICA,52.01,52.01,52.01,52.01,100,520100,0.0,-0.0
672,2022-08-01,S1BS34,SIBANYE STIL,25.44,25.69,25.31,25.44,50,145100,0.0,1.4791747761775054
678,2022-08-01,S1MF34,SUMITOMO MIT,32.96,32.96,32.96,32.96,10,49440,0.0,-0.0
687,2022-08-01,S2CH34,SOCIEDQM CHI,85.49,85.49,85.49,85.49,60,512940,0.0,-0.0
694,2022-08-01,S2TA34,STAG INDUSTR,33.67,33.67,33.67,33.67,10,57230,0.0,-0.0
701,2022-08-01,SAPP34,SAP SE,487.5,487.5,487.5,487.5,40,1950000,0.0,-0.0
721,2022-08-01,SNSY3,SANSUY,6.65,6.65,6.65,6.65,300,199500,0.0,-0.0
785,2022-08-01,UBSG34,UBS GROUP,84.02,84.02,84.02,84.02,3330,27978660,0.0,-0.0
791,2022-08-01,UNIP5,UNIPAR,84.01,84.01,83.2,84.01,600,5022200,0.0,0.9641709320319047
810,2022-08-01,VITT3,VITTIA,9.35,9.62,9.26,9.35,76000,71192600,0.0,3.7422037422037313
824,2022-08-01,W1HR34,WHIRLPOOL CO,226.38,226.38,226.38,226.38,10,226380,0.0,-0.0
825,2022-08-01,W1IX34,WIX.COM LTD,10.51,10.51,10.51,10.51,4380,4603380,0.0,-0.0
838,2022-08-01,WLMM3,WLM IND COM,19.7,19.7,19.7,19.7,100,197000,0.0,-0.0
846,2022-08-01,Z2EN34,ZENDESK INC,25.83,25.83,25.83,25.83,3150,8136450,0.0,-0.0
7457,2022-08-02,A1BB34,ABB LTD,39.12,39.12,39.12,39.12,50,195600,0.0,-0.0
7467,2022-08-02,A1LB34,ALBEMARLE CO,1294.32,1294.32,1294.32,1294.32,10,2070910,0.0,-0.0
7470,2022-08-02,A1MP34,AMERIPRISE F,349.54,349.54,349.54,349.54,20,803940,0.0,-0.0
7474,2022-08-02,A1PA34,APA CORP,190.0,190.0,190.0,190.0,20,494000,0.0,-0.0
7475,2022-08-02,A1RG34,ARGENX SE,75.3,75.3,75.3,75.3,60,496980,0.0,-0.0
7495,2022-08-02,ABUD34,AB INBEV,45.35,45.35,45.35,45.35,10,45350,0.0,-0.0
7539,2022-08-02,B1GN34,BEIGENE LTD,33.5,33.5,33.5,33.5,10,33500,0.0,-0.0
7548,2022-08-02,B2UR34,BURLINGTONST,26.05,26.05,26.05,26.05,1080,2816000,0.0,-0.0
7554,2022-08-02,BAER39,US AEROSPACE,27.67,27.67,27.67,27.67,159330,440891010,0.0,-0.0
7575,2022-08-02,BEFA39,MSCI EAFE,42.81,42.82,42.8,42.81,130000,556530000,0.0,0.04670714619336991
7576,2022-08-02,BEFG39,MSCIEAFEGROW,45.06,45.06,45.06,45.06,630,2838780,0.0,-0.0
7581,2022-08-02,BEWA39,MSCIAUSTRALI,39.52,39.52,39.52,39.52,112510,444675080,0.0,-0.0
7582,2022-08-02,BEWC39,MSCI CANADA,45.97,45.97,45.97,45.97,93410,429437940,0.0,-0.0
7586,2022-08-02,BEWW39,MSCI MEXICO,59.02,59.02,59.02,59.02,85240,503110080,0.0,-0.0
7588,2022-08-02,BEWZ39,MSCI BRAZIL,50.19,50.19,50.19,50.19,62780,315122930,0.0,-0.0
7595,2022-08-02,BHYG39,BKR IBOXX HY,50.9,50.9,50.9,50.9,170,865300,0.0,-0.0
7596,2022-08-02,BIAU39,GOLD TRUST,44.2,44.32,44.15,44.2,174580,771674710,0.0,0.38357400722022206
7598,2022-08-02,BICL39,BKR GL CLEAN,58.7,58.7,58.7,58.7,40,287630,0.0,-0.0
7606,2022-08-02,BIJH39,CORE MIDCAP,65.6,65.6,65.6,65.6,69550,456307040,0.0,-0.0
7608,2022-08-02,BILF39,LATIN AMER40,40.38,40.38,40.38,40.38,89380,360920470,0.0,-0.0
7614,2022-08-02,BIWF39,RUSSEL1000GR,51.53,51.53,51.53,51.53,101230,521674260,0.0,-0.0
7615,2022-08-02,BIWM39,RUSSELL 2000,49.28,49.28,49.28,49.28,20,118270,0.0,-0.0
7617,2022-08-02,BIYE39,BKR US ENER,71.75,71.75,71.75,71.75,100,767720,0.0,-0.0
7618,2022-08-02,BIYF39,US FINANCIAL,25.93,25.93,25.93,25.93,60,155580,0.0,-0.0
7631,2022-08-02,BMGB4,BANCO BMG,2.47,2.5,2.45,2.47,452100,111976300,0.0,1.9999999999999907
7652,2022-08-02,BRGE3,ALFA CONSORC,6.37,6.37,6.37,6.37,500,318500,0.0,-0.0
7683,2022-08-02,C1NS34,CELANESE COR,296.7,296.7,296.7,296.7,10,563730,0.0,-0.0
7685,2022-08-02,C1PB34,CAMPBELL SOU,259.91,259.91,259.91,259.91,390,10162480,0.0,-0.0
7690,2022-08-02,CALI3,CONST A LIND,8.43,8.43,8.43,8.43,200,168600,0.0,-0.0
7705,2022-08-02,CGAS5,COMGAS,121.0,121.0,120.9,121.0,600,7259000,0.0,0.08264462809917106
7744,2022-08-02,CTSA3,SANTANENSE,1.49,1.49,1.47,1.49,7200,1069300,0.0,1.342281879194629
7746,2022-08-02,CTSH34,COGNIZANT,356.3,356.3,356.3,356.3,10,391930,0.0,-0.0
7753,2022-08-02,D1HI34,DR HORTON IN,392.78,392.78,392.78,392.78,20,824830,0.0,-0.0
7762,2022-08-02,DBAG34,DEUTSCHE AK,45.15,45.15,45.15,45.15,40,180600,0.0,-0.0
7773,2022-08-02,DMMO3,DOMMO,1.59,1.61,1.56,1.59,6791300,1075362800,0.0,3.105590062111807
7790,2022-08-02,E2PA34,EPAM SYSTEMS,32.1,32.1,32.1,32.1,3000,9658890,0.0,-0.0
7791,2022-08-02,E2TS34,ETSY INC,36.75,36.75,36.75,36.75,20,91870,0.0,-0.0
7792,2022-08-02,E2XA34,EXACT SCIENC,25.29,25.29,25.29,25.29,230,599370,0.0,-0.0
7793,2022-08-02,E2XP34,EXP WORLD H,20.25,20.25,20.25,20.25,110,224770,0.0,-0.0
7795,2022-08-02,EALT3,ACO ALTONA,8.21,8.21,8.21,8.21,200,164200,0.0,-0.0
7831,2022-08-02,F2RT34,FIRST IND RT,34.08,34.08,34.08,34.08,1300,4430400,0.0,-0.0
7832,2022-08-02,F2VR34,FIVERR INTL,9.2,9.2,9.2,9.2,2200,2024000,0.0,-0.0
7841,2022-08-02,FLTC34,FLEETCOR TEC,292.61,292.61,292.61,292.61,20,731520,0.0,-0.0
7846,2022-08-02,G1MI34,GENERAL MILL,397.86,397.86,397.86,397.86,250,9986280,0.0,-0.0
7848,2022-08-02,G1PI34,GLOBAL PAYME,166.06,166.06,166.06,166.06,100,1810050,0.0,-0.0
7850,2022-08-02,G2DD34,GODADDY INC,38.4,38.4,38.4,38.4,20,84480,0.0,-0.0
7876,2022-08-02,H1AS34,HASBRO INC,207.87,207.87,207.87,207.87,50,1226430,0.0,-0.0
7887,2022-08-02,HAGA4,HAGA S/A,1.17,1.17,1.16,1.17,13900,1621100,0.0,0.8547008547008517
7899,2022-08-02,I1LM34,ILLUMINA INC,230.54,230.54,230.54,230.54,10,368860,0.0,-0.0
7900,2022-08-02,I1NC34,INCYTE CORP,190.23,190.23,190.23,190.23,700,13316100,0.0,-0.0
7902,2022-08-02,I1QV34,IQVIA HOLDIN,309.28,309.28,309.28,309.28,30,1082480,0.0,-0.0
7906,2022-08-02,I1VZ34,INVESCO LTD,94.5,94.5,94.5,94.5,40,378000,0.0,-0.0
7913,2022-08-02,INBR31,INTER CO,15.65,15.94,15.31,15.65,1937250,-2147483648,0.0,3.9523212045169287
7922,2022-08-02,J1CI34,JOHNSON CONT,283.92,283.92,283.92,283.92,30,880150,0.0,-0.0
7924,2022-08-02,JALL3,JALLESMACHAD,7.24,7.28,6.97,7.24,1073500,762794300,0.0,4.258241758241765
7929,2022-08-02,JOPA3,JOSAPAR,21.6,21.6,21.6,21.6,900,1944000,0.0,-0.0
7933,2022-08-02,K1IM34,KIMCO REALTY,113.12,113.12,113.12,113.12,600,6787200,0.0,-0.0
7935,2022-08-02,K1SG34,KEYSIGHT TEC,428.42,428.42,428.42,428.42,150,6597660,0.0,-0.0
7956,2022-08-02,L1YV34,LIVE NATION,101.33,101.33,101.33,101.33,40,405320,0.0,-0.0
7963,2022-08-02,LJQQ3,QUERO-QUERO,6.22,6.34,6.07,6.22,2170100,1348357300,0.0,4.258675078864349
7967,2022-08-02,LOWC34,LOWES COMPA,495.0,495.0,495.0,495.0,40,1980000,0.0,-0.0
7974,2022-08-02,M1CK34,MCKESSON COR,443.0,443.0,443.0,443.0,40,1772000,0.0,-0.0
7990,2022-08-02,MCOR34,MOODYS CORP,405.2,405.2,405.2,405.2,10,486240,0.0,-0.0
7999,2022-08-02,MERC4,MERC FINANC,8.87,8.87,8.87,8.87,100,88700,0.0,-0.0
8009,2022-08-02,MODL4,MODALMAIS,2.86,2.89,2.77,2.86,9200,2600400,0.0,4.152249134948105
8025,2022-08-02,N1CL34,NORWEGIAN CR,65.69,65.69,65.69,65.69,200,1313800,0.0,-0.0
8028,2022-08-02,N1GG34,NATIONAL GRI,61.5,61.5,61.5,61.5,850,5227500,0.0,-0.0
8041,2022-08-02,NFLX34,NETFLIX,23.31,23.85,23.17,23.31,207000,486219370,0.0,2.851153039832288
8050,2022-08-02,O1MC34,OMNICOM GROU,183.76,183.76,183.76,183.76,60,1231190,0.0,-0.0
8063,2022-08-02,P1IO34,PIONEER NATU,302.1,302.1,302.1,302.1,30,906300,0.0,-0.0
8067,2022-08-02,P2AN34,PALOALTO NET,44.87,44.87,44.87,44.87,200,906370,0.0,-0.0
8070,2022-08-02,P2LN34,PLANETFITNES,51.78,51.78,51.78,51.78,40,227830,0.0,-0.0
8074,2022-08-02,PARD3,IHPARDINI,19.94,20.03,19.47,19.94,314100,622609300,0.0,2.7958062905641623
8078,2022-08-02,PEAB3,PAR AL BAHIA,51.0,51.0,51.0,51.0,200,1020000,0.0,-0.0
8094,2022-08-02,PORT3,WILSON SONS,8.4,8.44,8.3,8.4,170500,142633800,0.0,1.6587677725118377
8117,2022-08-02,RADL3,RAIADROGASIL,21.65,21.8,21.3,21.65,8249500,-2147483648,0.0,2.2935779816513735
8128,2022-08-02,REDE3,REDE ENERGIA,5.96,5.96,5.96,5.96,100,59600,0.0,-0.0
8129,2022-08-02,REGN34,REGENERON PH,607.15,607.15,607.15,607.15,10,910720,0.0,-0.0
8142,2022-08-02,S1IV34,SVB FINANCIA,524.68,524.68,524.68,524.68,10,944420,0.0,-0.0
8145,2022-08-02,S1NP34,SYNOPSYS INC,486.83,486.83,486.83,486.83,540,26726960,0.0,-0.0
8151,2022-08-02,S1YY34,SYSCO CORP,224.82,224.82,224.82,224.82,100,2338120,0.0,-0.0
8157,2022-08-02,S2NW34,SNOWFLAKE,19.31,19.31,19.31,19.31,120,231720,0.0,-0.0
8185,2022-08-02,SNSY3,SANSUY,6.6,6.6,6.6,6.6,400,264000,0.0,-0.0
8196,2022-08-02,SULA4,SUL AMERICA,7.75,7.91,7.68,7.75,4200,3276400,0.0,2.9077117572692823
8207,2022-08-02,T1XT34,TEXTRON INC,343.57,343.57,343.57,343.57,400,13742800,0.0,-0.0
8247,2022-08-02,U1RI34,UNITED RENTA,837.32,837.32,837.32,837.32,10,921050,0.0,-0.0
8262,2022-08-02,V1OD34,VODAFONE GRO,38.76,38.76,38.76,38.76,10,58140,0.0,-0.0
8264,2022-08-02,V2MW34,VMWARE INC,50.66,50.66,50.66,50.66,90,481270,0.0,-0.0
8274,2022-08-02,VIVR3,VIVER,0.6,0.61,0.59,0.6,1989600,119274800,0.0,3.2786885245901676
8281,2022-08-02,W1AB34,WABTEC CORP,241.8,241.8,241.8,241.8,60,1620060,0.0,-0.0
14885,2022-08-03,A1EP34,AMERICAN ELE,256.5,256.5,256.5,256.5,80,2128950,0.0,-0.0
14886,2022-08-03,A1ES34,AES CORP,118.45,118.45,118.45,118.45,100,1184500,0.0,-0.0
14890,2022-08-03,A1LG34,ALIGN TECHNO,380.36,380.36,380.36,380.36,40,1521440,0.0,-0.0
14891,2022-08-03,A1LL34,BREAD FINAN,52.8,52.8,52.8,52.8,50,264000,0.0,-0.0
14897,2022-08-03,A1NE34,ARISTA NETWO,159.84,159.84,159.84,159.84,20,399600,0.0,-0.0
14898,2022-08-03,A1PA34,APA CORP,183.02,183.02,183.02,183.02,410,7503820,0.0,-0.0
14899,2022-08-03,A1RE34,ALEXANDRIA R,211.04,211.04,211.04,211.04,210,4431840,0.0,-0.0
14903,2022-08-03,A1VB34,AVALONBAY CO,267.4,267.4,267.4,267.4,70,1871800,0.0,-0.0
14904,2022-08-03,A1YX34,ALTERYX INC,15.94,15.94,15.94,15.94,3420,5451480,0.0,-0.0
14907,2022-08-03,A2MR34,AMYRIS INC,9.89,9.89,9.89,9.89,10,9890,0.0,-0.0
14966,2022-08-03,B2UR34,BURLINGTONST,27.37,27.37,27.37,27.37,840,2312760,0.0,-0.0
14967,2022-08-03,B2YN34,BEYOND MEAT,8.96,8.98,8.79,8.96,770,688740,0.0,2.1158129175946727
14980,2022-08-03,BBYY34,BEST BUY,401.69,401.69,401.69,401.69,70,2811830,0.0,-0.0
14995,2022-08-03,BEFV39,MSCIEAFEVALU,38.65,38.65,38.65,38.65,113050,436938250,0.0,-0.0
14998,2022-08-03,BEWA39,MSCIAUSTRALI,39.63,39.63,39.63,39.63,44510,176408980,0.0,-0.0
14999,2022-08-03,BEWC39,MSCI CANADA,46.08,46.08,46.08,46.08,33390,153884160,0.0,-0.0
15002,2022-08-03,BEWT39,MSCI TAIWAN,44.28,44.28,44.28,44.28,400,1771200,0.0,-0.0
15004,2022-08-03,BEWW39,MSCI MEXICO,59.96,59.96,59.96,59.96,45000,269843980,0.0,-0.0
15020,2022-08-03,BIIB34,BIOGEN,187.63,187.63,187.63,187.63,340,6379420,0.0,-0.0
15023,2022-08-03,BILF39,LATIN AMER40,40.42,40.42,40.42,40.42,35460,143349530,0.0,-0.0
15029,2022-08-03,BIWF39,RUSSEL1000GR,52.67,52.67,52.67,52.67,32240,169813340,0.0,-0.0
15030,2022-08-03,BIWM39,RUSSELL 2000,49.28,49.28,49.28,49.28,20,98560,0.0,-0.0
15049,2022-08-03,BMTU39,MSCIUSAMOM F,37.52,37.52,37.52,37.52,200,750400,0.0,-0.0
15050,2022-08-03,BMYB34,BRISTOLMYERS,386.81,386.81,386.81,386.81,170,6575770,0.0,-0.0
15051,2022-08-03,BNDA39,MSCI INDIA,57.05,57.05,57.05,57.05,34120,194688830,0.0,-0.0
15070,2022-08-03,BRGE3,ALFA CONSORC,6.49,6.49,6.49,6.49,100,64900,0.0,-0.0
15071,2022-08-03,BRGE6,ALFA CONSORC,8.0,8.0,8.0,8.0,100,80000,0.0,-0.0
15077,2022-08-03,BRKM6,BRASKEM,22.01,22.01,22.01,22.01,100,220100,0.0,-0.0
15095,2022-08-03,BVLU39,MSCIUSVALUEF,50.65,50.65,50.65,50.65,31540,159770360,0.0,-0.0
15097,2022-08-03,C1BL34,CHUBB LTD,244.81,244.81,244.81,244.81,30,783390,0.0,-0.0
15100,2022-08-03,C1FI34,CF INDUSTRIE,513.69,513.69,513.69,513.69,10,513690,0.0,-0.0
15101,2022-08-03,C1GP34,COSTAR GROUP,3.83,3.85,3.83,3.83,430,164690,0.0,0.5194805194805197
15105,2022-08-03,C1NS34,CELANESE COR,292.58,292.58,292.58,292.58,30,1082540,0.0,-0.0
15106,2022-08-03,C1OG34,COTERRA ENER,149.25,149.25,149.25,149.25,110,1641750,0.0,-0.0
15110,2022-08-03,C1TV34,CORTEVA INC,73.49,73.49,73.49,73.49,340,2498660,0.0,-0.0
15115,2022-08-03,CALI3,CONST A LIND,7.7,7.7,7.7,7.7,100,77000,0.0,-0.0
15137,2022-08-03,CLSC3,CELESC,50.0,50.0,49.94,50.0,500,2499400,0.0,0.12000000000000899
15148,2022-08-03,COTY34,COTY INC,19.66,19.66,19.66,19.66,120,235920,0.0,-0.0
15152,2022-08-03,CPLE5,COPEL,22.5,22.5,22.5,22.5,100,225000,0.0,-0.0
15161,2022-08-03,CSAB4,SEG AL BAHIA,43.0,43.0,43.0,43.0,200,860000,0.0,-0.0
15169,2022-08-03,CTNM3,COTEMINAS,7.91,7.91,7.91,7.91,100,79100,0.0,-0.0
15172,2022-08-03,CTSA4,SANTANENSE,0.73,0.74,0.73,0.73,51000,3759900,0.0,1.3513513513513487
15183,2022-08-03,D1LR34,DIGITAL REAL,171.47,171.47,171.47,171.47,950,16289650,0.0,-0.0
15185,2022-08-03,D1OW34,DOW INC,68.26,68.26,68.26,68.26,90,614340,0.0,-0.0
15190,2022-08-03,DBAG34,DEUTSCHE AK,46.06,46.06,46.06,46.06,160,736960,0.0,-0.0
15191,2022-08-03,DEAI34,DELTA,175.15,175.15,175.15,175.15,220,3853300,0.0,-0.0
15211,2022-08-03,E1RI34,ERICSSON LM,19.96,19.96,19.96,19.96,1760,3514950,0.0,-0.0
15212,2022-08-03,E1SS34,ESSEX PROPER,145.73,145.73,145.73,145.73,160,2331680,0.0,-0.0
15242,2022-08-03,EQMA3B,EQTLMARANHAO,31.28,31.28,31.28,31.28,100,312800,0.0,-0.0
15252,2022-08-03,F1FI34,F5 INC,225.0,225.0,225.0,225.0,20,450000,0.0,-0.0
15253,2022-08-03,F1MC34,FMC CORP,288.68,288.68,288.68,288.68,30,1096980,0.0,-0.0
15254,2022-08-03,F1NI34,FIDELITY NAT,34.41,34.41,34.41,34.41,1750,6021750,0.0,-0.0
15255,2022-08-03,F1TN34,FORTINET INC,165.78,165.78,165.78,165.78,1020,16909560,0.0,-0.0
15258,2022-08-03,F2SK34,FISKER INC,27.07,27.07,27.07,27.07,40,108280,0.0,-0.0
15263,2022-08-03,FESA3,FERBASA,46.0,46.0,46.0,46.0,100,460000,0.0,-0.0
15268,2022-08-03,FLTC34,FLEETCOR TEC,300.12,300.12,300.12,300.12,10,300120,0.0,-0.0
15269,2022-08-03,FMSC34,FRESENIUS,96.7,96.7,96.7,96.7,10,145050,0.0,-0.0
15273,2022-08-03,G1PI34,GLOBAL PAYME,172.16,172.16,172.16,172.16,70,1360060,0.0,-0.0
15275,2022-08-03,G1WW34,WW GRAINGER,71.27,71.27,71.27,71.27,63110,449827730,0.0,-0.0
15305,2022-08-03,H1DB34,HDFC BANK LT,66.5,66.5,66.5,66.5,60,432250,0.0,-0.0
15306,2022-08-03,H1OG34,HARLEY-DAVID,198.31,198.31,198.31,198.31,20,396620,0.0,-0.0
15311,2022-08-03,H2UB34,HUBSPOT INC,36.7,36.7,36.7,36.7,10,36700,0.0,-0.0
15313,2022-08-03,HAGA4,HAGA S/A,1.17,1.21,1.16,1.17,9600,1131800,0.0,4.132231404958686
15322,2022-08-03,HPQB34,HP COMPANY,174.16,174.16,174.16,174.16,90,1567440,0.0,-0.0
15324,2022-08-03,I1FF34,FLAVOR FLAGR,331.0,331.0,331.0,331.0,10,331000,0.0,-0.0
15327,2022-08-03,I1RM34,IRON MOUNTAI,254.79,254.79,254.79,254.79,100,2547900,0.0,-0.0
15330,2022-08-03,I2NV34,INVITATIONHO,40.48,40.48,40.48,40.48,2000,8096000,0.0,-0.0
15331,2022-08-03,I2RS34,INGERSOLL RD,43.6,43.6,43.6,43.6,170,771720,0.0,-0.0
15338,2022-08-03,INTU34,INTUIT INC,613.63,613.63,613.63,613.63,520,31908760,0.0,-0.0
15355,2022-08-03,K1RC34,KROGER CO,247.75,247.75,247.75,247.75,100,2477500,0.0,-0.0
15366,2022-08-03,L1CA34,LABORATORY C,334.23,334.23,334.23,334.23,40,1437180,0.0,-0.0
15367,2022-08-03,L1DO34,LEIDOS HOLDI,52.79,52.79,52.79,52.79,210,1113860,0.0,-0.0
15368,2022-08-03,L1FC34,CHINA LIFE I,18.9,18.9,18.9,18.9,560,1058400,0.0,-0.0
15369,2022-08-03,L1IN34,LINDE PLC,393.84,393.84,393.84,393.84,70,2756880,0.0,-0.0
15372,2022-08-03,L1RC34,LAM RESEARCH,689.86,689.86,689.86,689.86,70,4829020,0.0,-0.0
15374,2022-08-03,L1VS34,LAS VEGAS SA,41.12,41.12,41.12,41.12,40,185040,0.0,-0.0
15376,2022-08-03,L1YV34,LIVE NATION,103.07,103.07,103.07,103.07,60,680260,0.0,-0.0
15394,2022-08-03,M1CK34,MCKESSON COR,431.0,431.0,431.0,431.0,40,2111900,0.0,-0.0
15396,2022-08-03,M1GM34,MGM RESORTS,181.05,181.05,181.05,181.05,510,9233550,0.0,-0.0
15405,2022-08-03,M1UF34,MITSUBISHI U,28.86,28.86,28.86,28.86,1570,4531020,0.0,-0.0
15408,2022-08-03,M2RV34,MARVELL TEC,30.58,30.58,30.58,30.58,80,256870,0.0,-0.0
