,data_pregao,cod_acao,nome_emp,preco_abertura,preco_maximo,preco_minimo,preco_fechamento,qtd_negocios,vol_financeiro,perc_fechamento,perc_max
6576,2022-07-04,CALI3,CONST A LIND,6.0,6.0,6.0,6.0,200,120000,0.0,-0.0
6585,2022-07-04,CASH3,MELIUZ,1.1,1.15,1.1,1.1,12633200,1414865600,0.0,4.347826086956507
6597,2022-07-04,CEBR3,CEB,14.49,14.49,14.49,14.49,300,434700,0.0,-0.0
6624,2022-07-11,I1CE34,INTERCONTINE,253.15,253.15,253.15,253.15,30,784760,0.0,-0.0
6630,2022-07-11,I2NV34,INVITATIONHO,38.97,38.97,38.97,38.97,1350,5260950,0.0,-0.0
6631,2022-07-11,I2RS34,INGERSOLL RD,37.32,37.32,37.32,37.32,140,526210,0.0,-0.0
6641,2022-07-18,CAPH34,CAPRI HOLDI,238.5,238.5,238.5,238.5,40,954000,0.0,-0.0
6650,2022-07-18,CBEE3,AMPLA ENERG,16.25,16.25,16.25,16.25,100,162500,0.0,-0.0
6670,2022-07-04,CEPE5,CELPE,40.0,40.0,40.0,40.0,4300,17200000,0.0,-0.0
6671,2022-07-04,CGAS3,COMGAS,119.25,119.25,119.25,119.25,100,1192500,0.0,-0.0
6696,2022-07-18,CEED3,CEEE-D,40.93,40.93,40.93,40.93,200,818600,0.0,-0.0
6698,2022-07-18,CEPE5,CELPE,39.5,39.5,39.5,39.5,1000,3950000,0.0,-0.0
6701,2022-07-18,CGAS5,COMGAS,121.53,121.53,121.53,121.53,100,1215300,0.0,-0.0
6797,2022-07-18,CPFE3,CPFL ENERGIA,31.8,32.37,31.51,31.8,2010500,-2147483648,0.0,2.6567809700339673
6816,2022-07-18,CRIV4,ALFA FINANC,4.59,4.59,4.59,4.59,3000,1377000,0.0,-0.0
6826,2022-07-11,J1CI34,JOHNSON CONT,253.11,253.11,253.11,253.11,20,531530,0.0,-0.0
6849,2022-07-11,K1LA34,KLA CORP,419.35,419.35,419.35,419.35,10,503220,0.0,-0.0
6850,2022-07-11,K1SS34,KOHLS CORP,155.0,155.0,155.0,155.0,10,155000,0.0,-0.0
6865,2022-07-18,CSRN6,COSERN,18.11,18.11,18.11,18.11,100,181100,0.0,-0.0
6867,2022-07-18,CTKA4,KARSTEN,11.5,11.5,11.5,11.5,1000,1149300,0.0,-0.0
6870,2022-07-18,CTNM4,COTEMINAS,2.55,2.59,2.55,2.55,7700,1963600,0.0,1.5444015444015413
6889,2022-07-04,CSCO34,CISCO,46.03,46.03,46.03,46.03,50,234750,0.0,-0.0
6941,2022-07-11,L1CA34,LABORATORY C,325.2,325.2,325.2,325.2,20,943080,0.0,-0.0
6942,2022-07-11,L1DO34,LEIDOS HOLDI,54.26,54.26,54.26,54.26,130,705380,0.0,-0.0
6943,2022-07-11,L1EG34,LEGGETT PL,191.91,191.91,191.91,191.91,10,268670,0.0,-0.0
6975,2022-07-04,CVSH34,CVS HEALTH,249.35,249.35,249.35,249.35,170,4238950,0.0,-0.0
6988,2022-07-04,D1LR34,DIGITAL REAL,173.0,173.0,173.0,173.0,30,519000,0.0,-0.0
6989,2022-07-04,D1OC34,DOCUSIGN INC,15.35,15.35,15.35,15.35,40,70610,0.0,-0.0
7011,2022-07-11,L1YV34,LIVE NATION,87.93,87.93,87.93,87.93,10,96720,0.0,-0.0
7025,2022-07-11,LIPR3,ELETROPAR,65.01,65.01,65.01,65.01,100,650100,0.0,-0.0
7047,2022-07-18,DGCO34,DOLLAR GENER,660.32,660.32,660.32,660.32,80,5282560,0.0,-0.0
7110,2022-07-11,M1DB34,MONGODB INC,83.44,83.44,83.44,83.44,20,166880,0.0,-0.0
7115,2022-07-11,M1SC34,MSCI INC,579.01,579.01,579.01,579.01,200,11580200,0.0,-0.0
7121,2022-07-11,M2RV34,MARVELL TEC,24.22,24.22,24.22,24.22,130,314860,0.0,-0.0
7140,2022-07-18,E1WL34,EDWARDS LIFE,132.09,132.09,132.09,132.09,10,224550,0.0,-0.0
7165,2022-07-04,EKTR4,ELEKTRO,28.5,28.5,28.5,28.5,100,285000,0.0,-0.0
7182,2022-07-04,ENBR3,ENERGIAS BR,20.64,20.8,20.5,20.64,2530500,-2147483648,0.0,1.4423076923076983
7198,2022-07-11,MCOR34,MOODYS CORP,382.21,382.21,379.78,382.21,100,3950680,0.0,0.6357761440046072
7213,2022-07-11,METB34,METLIFE INC,334.29,334.29,334.29,334.29,30,1303730,0.0,-0.0
7226,2022-07-18,EKTR4,ELEKTRO,29.0,29.0,29.0,29.0,100,290000,0.0,-0.0
7304,2022-07-18,EUCA3,EUCATEX,12.96,12.96,12.96,12.96,100,129600,0.0,-0.0
7319,2022-07-11,MLAS3,MULTILASER,4.1,4.17,4.0,4.1,1015800,413231500,0.0,4.076738609112707
7324,2022-07-11,MNPR3,MINUPAR,6.5,6.69,6.3,6.5,2700,1743800,0.0,5.829596412556059
7354,2022-07-04,F1SL34,FASTLY INC,6.22,6.22,6.22,6.22,10,10570,0.0,-0.0
7393,2022-07-18,FESA3,FERBASA,45.65,45.65,45.65,45.65,700,3195500,0.0,-0.0
7410,2022-07-11,MTSA4,METISA,38.3,38.3,38.3,38.3,100,383000,0.0,-0.0
7426,2022-07-11,N1XP34,NXP SEMICOND,407.44,407.44,407.44,407.44,10,407440,0.0,-0.0
7455,2022-07-04,G1FI34,GOLD FIELDS,25.5,25.5,25.5,25.5,50,132600,0.0,-0.0
7477,2022-07-18,FNCN3,FINANSINOS,12.71,12.71,12.71,12.71,100,127100,0.0,-0.0
7498,2022-07-18,G2DD34,GODADDY INC,38.21,38.21,38.21,38.21,10,45850,0.0,-0.0
7518,2022-07-11,O1MC34,OMNICOM GROU,171.82,171.82,171.82,171.82,40,773190,0.0,-0.0
7519,2022-07-11,O2NS34,ON SEMICONDU,35.5,35.5,35.5,35.5,2820,10025200,0.0,-0.0
7563,2022-07-04,GPRO34,GOPRO,29.07,29.07,29.07,29.07,20,66860,0.0,-0.0
7569,2022-07-18,GDXB39,VE GOLD ETF,46.54,46.54,46.54,46.54,150,698100,0.0,-0.0
7611,2022-07-11,P2LN34,PLANETFITNES,48.3,48.3,48.3,48.3,40,222180,0.0,-0.0
7612,2022-07-11,P2LT34,PALANTIRTECH,17.24,17.27,17.24,17.24,100,182770,0.0,0.17371163867979655
7627,2022-07-04,GRND3,GRENDENE,6.62,6.8,6.58,6.62,2784500,1854907200,0.0,3.2352941176470584
7673,2022-07-18,GSHP3,GENERALSHOPP,23.8,23.8,23.8,23.8,100,238000,0.0,-0.0
7688,2022-07-18,H2TA34,HEALTHC TRUS,39.04,39.04,39.04,39.04,10,74170,0.0,-0.0
7737,2022-07-11,PHMO34,PHILIP MORRI,251.55,251.55,251.55,251.55,20,553410,0.0,-0.0
7749,2022-07-11,PNCS34,PNCFNANCIAL,426.3,426.3,426.3,426.3,10,554190,0.0,-0.0
7754,2022-07-04,HETA4,HERCULES,5.5,5.5,5.5,5.5,100,55000,0.0,-0.0
7808,2022-07-18,I1NC34,INCYTE CORP,214.9,214.9,214.9,214.9,20,472780,0.0,-0.0
7813,2022-07-04,I1AC34,IAC INTERACT,19.95,19.95,19.95,19.95,70,139650,0.0,-0.0
7842,2022-07-04,ITLC34,INTEL,32.15,32.39,31.61,32.15,1820,5865380,0.0,2.4081506637851247
7845,2022-07-11,POMO3,MARCOPOLO,2.24,2.25,2.19,2.24,66300,14731200,0.0,2.6666666666666727
7874,2022-07-18,I2RS34,INGERSOLL RD,36.95,36.95,36.95,36.95,10,66510,0.0,-0.0
7894,2022-07-18,INGG34,ING GROEP,48.65,48.65,48.65,48.65,160,778400,0.0,-0.0
7961,2022-07-18,JOPA3,JOSAPAR,21.6,21.6,21.6,21.6,1800,3888000,0.0,-0.0
7979,2022-07-11,R1EG34,REGENCY CENT,157.77,157.77,157.77,157.77,20,347090,0.0,-0.0
8036,2022-07-18,K1MX34,CARMAX INC,252.0,252.0,252.0,252.0,3440,86688000,0.0,-0.0
8079,2022-07-04,LREN3,LOJAS RENNER,23.03,23.57,22.82,23.03,5335200,-2147483648,0.0,3.1820110309715766
8131,2022-07-18,L1DO34,LEIDOS HOLDI,53.15,53.15,53.15,53.15,10,90350,0.0,-0.0
8139,2022-07-18,L1YV34,LIVE NATION,93.24,93.24,93.24,93.24,10,149180,0.0,-0.0
8208,2022-07-18,M1CB34,MOLSON COORS,317.48,317.48,317.48,317.48,120,3809760,0.0,-0.0
8211,2022-07-18,M1GM34,MGM RESORTS,159.14,159.14,159.14,159.14,190,3023660,0.0,-0.0
8227,2022-07-22,I2RS34,INGERSOLL RD,40.4,40.4,40.4,40.4,30,129280,0.0,-0.0
8283,2022-07-04,MGEL4,MANGELS INDL,13.87,13.87,13.87,13.87,100,138700,0.0,-0.0
8299,2022-07-04,MOAR3,MONT ARANHA,465.0,465.0,465.0,465.0,200,9300000,0.0,-0.0
8311,2022-07-18,M2AS34,MASIMO CORP,22.56,22.56,22.56,22.56,20,51880,0.0,-0.0
8314,2022-07-18,M2RV34,MARVELL TEC,26.31,26.31,26.31,26.31,10,39460,0.0,-0.0
8335,2022-07-18,MEAL3,IMC S/A,1.55,1.59,1.54,1.55,1244700,195243800,0.0,3.1446540880503138
8340,2022-07-22,INGG34,ING GROEP,50.55,50.55,50.55,50.55,10,55600,0.0,-0.0
8361,2022-07-22,J1CI34,JOHNSON CONT,278.98,278.98,278.98,278.98,50,1478590,0.0,-0.0
8396,2022-07-04,N1DA34,NASDAQ INC,407.97,407.97,407.97,407.97,10,407970,0.0,-0.0
8426,2022-07-18,MOAR3,MONT ARANHA,453.89,453.89,453.89,453.89,200,9077800,0.0,-0.0
8446,2022-07-22,K1IM34,KIMCO REALTY,117.57,117.57,117.57,117.57,300,3527100,0.0,-0.0
8481,2022-07-11,S1IV34,SVB FINANCIA,543.95,543.95,543.95,543.95,10,1033500,0.0,-0.0
8487,2022-07-11,S1YY34,SYSCO CORP,231.62,231.62,231.62,231.62,40,1065450,0.0,-0.0
8490,2022-07-11,S2FM34,SPROUTS FARM,48.22,48.22,48.22,48.22,20,125370,0.0,-0.0
8493,2022-07-11,S2NA34,SNAP INC,12.58,12.58,12.58,12.58,670,845370,0.0,-0.0
8501,2022-07-04,NETE34,NETEASE,498.51,498.51,498.51,498.51,20,997020,0.0,-0.0
8539,2022-07-22,L1DO34,LEIDOS HOLDI,55.49,55.49,55.49,55.49,20,155370,0.0,-0.0
8542,2022-07-22,L1UL34,LULULEMON AT,418.93,418.93,418.93,418.93,10,712180,0.0,-0.0
8544,2022-07-22,L1YV34,LIVE NATION,101.0,101.0,101.0,101.0,170,1717000,0.0,-0.0
8551,2022-07-22,LBRD34,LIBERTY BROA,338.21,338.21,338.21,338.21,2040,68994840,0.0,-0.0
8602,2022-07-22,LPSB3,LOPES BRASIL,2.84,2.94,2.78,2.84,139700,39650400,0.0,5.442176870748305
8615,2022-07-22,M1CB34,MOLSON COORS,316.29,316.29,316.29,316.29,20,632580,0.0,-0.0
8646,2022-07-18,NMRH34,NOMURA HO,20.18,20.18,20.18,20.18,250,504500,0.0,-0.0
8673,2022-07-04,P2IN34,PINTERESTINC,16.33,16.33,16.33,16.33,20,37550,0.0,-0.0
8691,2022-07-11,SAPP34,SAP SE,475.81,475.81,475.81,475.81,20,951620,0.0,-0.0
8694,2022-07-11,SAPR4,SANEPAR,3.59,3.6,3.56,3.59,1757600,628746100,0.0,1.1111111111111072
8721,2022-07-18,O2NS34,ON SEMICONDU,37.08,37.08,37.08,37.08,10,37080,0.0,-0.0
8746,2022-07-22,M1SC34,MSCI INC,601.05,601.05,601.05,601.05,200,12021000,0.0,-0.0
8780,2022-07-04,PEAB3,PAR AL BAHIA,50.3,50.3,50.3,50.3,100,503000,0.0,-0.0
8800,2022-07-04,PINE4,PINE,0.99,1.02,0.99,0.99,134200,13432200,0.0,2.941176470588236
8871,2022-07-18,P1IO34,PIONEER NATU,285.88,285.88,285.88,285.88,40,1172100,0.0,-0.0
8877,2022-07-18,P2LN34,PLANETFITNES,51.42,51.42,51.42,51.42,160,868990,0.0,-0.0
8880,2022-07-18,P2OD34,INSULET CORP,40.42,40.42,40.42,40.42,10,60630,0.0,-0.0
8888,2022-07-18,PATI4,PANATLANTICA,53.98,53.98,53.98,53.98,100,539800,0.0,-0.0
8896,2022-07-18,PEAB3,PAR AL BAHIA,51.0,51.0,51.0,51.0,100,510000,0.0,-0.0
8903,2022-07-04,PMAM3,PARANAPANEMA,5.73,6.08,5.7,5.73,32700,19295300,0.0,6.25
8938,2022-07-22,MRCK34,MERCK,61.44,61.86,61.01,61.44,9940,61212390,0.0,1.3740704817329474
8979,2022-07-18,PINE4,PINE,1.0,1.01,0.99,1.0,92000,9204700,0.0,1.980198019801982
8988,2022-07-18,PNCS34,PNCFNANCIAL,418.06,418.06,418.06,418.06,540,22700650,0.0,-0.0
8998,2022-07-11,SPGI34,SP GLOBAL,472.42,472.42,472.42,472.42,10,519660,0.0,-0.0
9020,2022-07-11,T1MU34,T-MOBILE US,361.1,361.1,361.1,361.1,10,613870,0.0,-0.0
9051,2022-07-04,RAPT3,RANDON PART,8.08,8.11,8.07,8.08,17800,14386300,0.0,0.4932182490752002
9061,2022-07-22,N1XP34,NXP SEMICOND,479.24,479.24,479.24,479.24,510,24441240,0.0,-0.0
9069,2022-07-22,NETE34,NETEASE,521.26,521.26,521.26,521.26,50,2762670,0.0,-0.0
9094,2022-07-18,PPLA11,PPLA,4.4,4.4,4.2,4.4,20,10840,0.0,4.545454545454552
9115,2022-07-11,T1RO34,T ROWE PRICE,305.3,305.3,305.3,305.3,20,763250,0.0,-0.0
9117,2022-07-11,T1SO34,THE SOUTHERN,384.38,384.38,384.38,384.38,60,2421590,0.0,-0.0
9120,2022-07-11,T1XT34,TEXTRON INC,324.7,324.7,324.7,324.7,200,6494000,0.0,-0.0
9121,2022-07-11,T2DH34,TELADOCHEALT,7.0,7.0,7.0,7.0,10,7000,0.0,-0.0
9122,2022-07-11,T2ER34,TERADYNE INC,26.78,26.78,26.78,26.78,180,495430,0.0,-0.0
9169,2022-07-04,RCSL4,RECRUSUL,1.03,1.05,1.02,1.03,214700,22132700,0.0,2.857142857142858
9185,2022-07-22,O1MC34,OMNICOM GROU,189.3,189.3,189.3,189.3,10,208230,0.0,-0.0
9186,2022-07-22,O2NS34,ON SEMICONDU,40.4,40.4,40.4,40.4,20,105040,0.0,-0.0
9295,2022-07-11,TMOS34,THERMFISCHER,62.4,62.4,62.4,62.4,10,62400,0.0,-0.0
9305,2022-07-22,P1GR34,THE PROGRESS,305.9,305.9,305.9,305.9,950,29060500,0.0,-0.0
9306,2022-07-22,P1LD34,PROLOGIS INC,347.55,349.37,345.1,347.55,2110,73376630,0.0,1.222199959927861
9309,2022-07-22,P1SA34,PUBLIC STORA,352.07,352.07,352.07,352.07,20,809760,0.0,-0.0
9314,2022-07-22,P2IN34,PINTERESTINC,16.33,16.33,16.33,16.33,10,16330,0.0,-0.0
9316,2022-07-22,P2LT34,PALANTIRTECH,18.8,18.8,18.8,18.8,100,188000,0.0,-0.0
9325,2022-07-22,PDGR3,PDG REALT,0.86,0.89,0.86,0.86,689000,59747100,0.0,3.370786516853941
9329,2022-07-22,PEAB3,PAR AL BAHIA,52.0,52.0,52.0,52.0,100,520000,0.0,-0.0
9350,2022-07-18,RCSL4,RECRUSUL,1.0,1.02,0.99,1.0,104000,10489600,0.0,2.941176470588236
9372,2022-07-04,S1HW34,THE SHERWIN,122.5,122.5,122.5,122.5,10,183750,0.0,-0.0
9373,2022-07-04,S1KM34,SK TELECOM C,30.27,30.27,30.27,30.27,30,102910,0.0,-0.0
9381,2022-07-04,S2QU34,BLOCK INC.,13.69,13.85,13.69,13.69,20,36970,0.0,1.1552346570397165
9415,2022-07-22,PLAS3,PLASCAR PART,6.45,6.45,6.45,6.45,300,191700,0.0,-0.0
9449,2022-07-11,U1NM34,UNUM GROUP,180.13,180.13,180.13,180.13,80,1441040,0.0,-0.0
9450,2022-07-11,U1RI34,UNITED RENTA,664.33,664.33,664.33,664.33,10,730760,0.0,-0.0
9499,2022-07-22,PPLA11,PPLA,4.5,4.5,4.5,4.5,30,15300,0.0,-0.0
9510,2022-07-22,PTBL3,PORTOBELLO,7.94,8.06,7.82,7.94,523300,416358800,0.0,2.977667493796532
9515,2022-07-22,PTNT4,PETTENATI,5.95,5.95,5.95,5.95,900,535500,0.0,-0.0
9562,2022-07-18,S1GE34,SEAGEN,45.67,45.67,45.67,45.67,20,95900,0.0,-0.0
9564,2022-07-18,S1IV34,SVB FINANCIA,563.75,563.75,563.75,563.75,70,4002620,0.0,-0.0
9567,2022-07-18,S1OU34,SOUTHWEST AI,215.91,215.91,215.91,215.91,10,215910,0.0,-0.0
9587,2022-07-11,UNIP5,UNIPAR,90.0,90.0,90.0,90.0,100,900000,0.0,-0.0
9591,2022-07-11,UPSS34,UPS,61.81,61.81,61.81,61.81,10,117430,0.0,-0.0
9605,2022-07-11,V2MW34,VMWARE INC,49.94,49.94,49.94,49.94,80,414500,0.0,-0.0
9612,2022-07-22,Q1RV34,QORVO INC,286.23,286.23,286.23,286.23,10,286230,0.0,-0.0
9622,2022-07-22,R1HI34,ROBERT HALF,423.0,423.0,423.0,423.0,10,423000,0.0,-0.0
9673,2022-07-18,S2NA34,SNAP INC,12.57,12.57,12.57,12.57,500,638550,0.0,-0.0
9813,2022-07-18,SLBG34,SCHLUMBERGER,89.0,89.0,89.0,89.0,10,89000,0.0,-0.0
9842,2022-07-11,W1BD34,WARNER DISCO,73.23,73.23,73.23,73.23,80,629770,0.0,-0.0
9845,2022-07-11,W1IX34,WIX.COM LTD,11.44,11.44,11.44,11.44,130,148720,0.0,-0.0
9846,2022-07-11,W1MC34,WASTE MANAG,408.8,408.8,408.8,408.8,20,817600,0.0,-0.0
9848,2022-07-11,W1RB34,WR BERKLEY C,36.08,36.08,35.77,36.08,450,1655970,0.0,0.8592017738359048
9860,2022-07-22,REGN34,REGENERON PH,650.04,650.04,650.04,650.04,10,650040,0.0,-0.0
9885,2022-07-22,RPAD5,ALFA HOLDING,7.41,7.41,7.41,7.41,500,370500,0.0,-0.0
9893,2022-07-18,SNSY5,SANSUY,3.06,3.06,3.06,3.06,100,30600,0.0,-0.0
9932,2022-07-04,TELB3,TELEBRAS,20.28,20.28,20.01,20.28,1400,2833000,0.0,1.3313609467455634
9954,2022-07-11,WHRL4,WHIRLPOOL,4.78,4.83,4.78,4.78,5200,2492600,0.0,1.0351966873705987
9986,2022-07-22,RSUL4,RIOSULENSE,58.49,58.51,58.49,58.49,500,2924700,0.0,0.03418219107844678
10006,2022-07-22,S1WK34,STANLEY BLAC,159.04,159.04,159.04,159.04,20,397600,0.0,-0.0
10010,2022-07-22,S1YY34,SYSCO CORP,237.57,237.57,237.57,237.57,10,261320,0.0,-0.0
10023,2022-07-18,T1RI34,TRIPADVISOR,98.0,98.0,98.0,98.0,180,1764000,0.0,-0.0
10030,2022-07-18,T2PX34,TEMPUR SEALY,31.5,31.5,31.5,31.5,20,63000,0.0,-0.0
10031,2022-07-18,T2RM34,TRIMBLE INC,31.54,31.54,31.54,31.54,10,50460,0.0,-0.0
10052,2022-07-04,TRIS3,TRISUL,3.48,3.56,3.48,3.48,547400,192350300,0.0,2.2471910112359605
10070,2022-07-04,U1AI34,UNDER ARMOUR,40.13,40.13,40.13,40.13,40,184590,0.0,-0.0
10073,2022-07-04,U2PW34,UPWORK INC,23.15,23.15,23.15,23.15,10,23150,0.0,-0.0
10100,2022-07-12,A1MP34,AMERIPRISE F,314.96,314.96,314.96,314.96,10,598420,0.0,-0.0
10102,2022-07-12,A1NE34,ARISTA NETWO,133.51,133.51,133.51,133.51,30,480630,0.0,-0.0
10109,2022-07-22,S2NW34,SNOWFLAKE,20.75,20.86,20.75,20.75,110,234550,0.0,0.5273250239693161
10153,2022-07-18,TELB4,TELEBRAS,12.0,12.34,12.0,12.0,2100,2525200,0.0,2.7552674230145846
10180,2022-07-04,UPSS34,UPS,61.28,61.28,61.28,61.28,10,104170,0.0,-0.0
10193,2022-07-04,V1NO34,VORNADO REAL,153.89,153.89,153.89,153.89,10,200050,0.0,-0.0
10231,2022-07-12,A1VY34,AVERY DENNIS,452.0,452.0,452.0,452.0,10,542400,0.0,-0.0
10257,2022-07-12,AFLT3,AFLUENTE T,8.9,8.9,8.9,8.9,100,89000,0.0,-0.0
10283,2022-07-18,TSNF34,TYSON FOODS,438.68,438.68,438.68,438.68,20,965090,0.0,-0.0
10325,2022-07-18,U1NM34,UNUM GROUP,178.24,178.24,178.24,178.24,110,1960640,0.0,-0.0
10326,2022-07-18,U1RI34,UNITED RENTA,700.92,700.92,700.92,700.92,40,3224230,0.0,-0.0
10372,2022-07-12,ALUP3,ALUPAR,8.86,8.92,8.61,8.86,4600,4066300,0.0,3.4753363228699596
10376,2022-07-12,ALUP11,ALUPAR,26.4,26.54,26.15,26.4,964700,-2147483648,0.0,1.4694800301431776
10403,2022-07-04,WEGE3,WEG,26.49,26.94,26.43,26.49,4041600,-2147483648,0.0,1.8930957683741756
10435,2022-07-18,VFCO34,VF CORP,124.51,124.51,124.51,124.51,400,4980400,0.0,-0.0
10456,2022-07-12,APTV34,APTIV PLC,243.71,243.71,243.71,243.71,400,9918990,0.0,-0.0
10478,2022-07-04,WLMM3,WLM IND COM,25.0,25.0,25.0,25.0,100,250000,0.0,-0.0
10546,2022-07-12,AZEV4,AZEVEDO,2.12,2.19,2.12,2.12,184500,39609800,0.0,3.1963470319634646
10551,2022-07-12,B1AX34,BAXTER INTER,175.44,175.44,175.44,175.44,30,561400,0.0,-0.0
10562,2022-07-12,B2UR34,BURLINGTONST,26.7,26.7,26.7,26.7,220,600750,0.0,-0.0
10566,2022-07-12,BAAX39,MSCI ASIA JP,36.98,36.98,36.98,36.98,410,1516180,0.0,-0.0
10572,2022-07-04,EQMA3B,EQTLMARANHAO,38.99,38.99,38.99,38.99,600,2339400,0.0,-0.0
10587,2022-07-05,A1LN34,ALNYLAM PHAR,40.28,40.28,40.28,40.28,100,402800,0.0,-0.0
10592,2022-07-05,A1NE34,ARISTA NETWO,129.36,129.36,129.36,129.36,50,737350,0.0,-0.0
10606,2022-07-18,W1MC34,WASTE MANAG,406.36,406.36,406.36,406.36,70,2925790,0.0,-0.0
10607,2022-07-18,W1MG34,WARNER MUSIC,35.38,35.38,35.38,35.38,10,67220,0.0,-0.0
10628,2022-07-18,WUNI34,WESTERNUNION,87.93,87.93,87.93,87.93,10,87930,0.0,-0.0
10633,2022-07-05,A2RE34,ARES MANAGEM,32.11,32.11,32.11,32.11,200,664670,0.0,-0.0
10651,2022-07-05,ADPR34,AUTOMATIC DT,564.89,564.89,564.89,564.89,30,2033600,0.0,-0.0
10663,2022-07-05,AGXY3,AGROGALAXY,7.56,7.63,7.37,7.56,53200,39706300,0.0,3.407601572739183
10667,2022-07-12,BAUH4,EXCELSIOR,72.99,72.99,72.99,72.99,100,729900,0.0,-0.0
10669,2022-07-12,BAZA3,AMAZONIA,39.59,39.59,39.59,39.59,100,395900,0.0,-0.0
10738,2022-07-05,ALPK3,ESTAPAR,1.65,1.81,1.59,1.65,131200,22375000,0.0,12.154696132596687
10768,2022-07-12,BEES3,BANESTES,5.1,5.1,5.05,5.1,6700,3402600,0.0,0.9803921568627416
10773,2022-07-12,BEFV39,MSCIEAFEVALU,37.63,37.63,37.63,37.63,6150,23153730,0.0,-0.0
10774,2022-07-12,BEGE39,INC ESG AWAR,42.44,42.44,42.44,42.44,60,292830,0.0,-0.0
10775,2022-07-12,BEGU39,TRUSTMSCI US,46.26,46.26,46.26,46.26,2520,11676020,0.0,-0.0
10779,2022-07-12,BEWC39,MSCI CANADA,44.43,44.43,44.43,44.43,1800,8015170,0.0,-0.0
10785,2022-07-12,BEWW39,MSCI MEXICO,61.37,61.37,61.37,61.37,5520,33894650,0.0,-0.0
10796,2022-07-19,A1KA34,AKAMAI TECHN,40.28,40.32,40.28,40.28,20,84630,0.0,0.09920634920634885
10813,2022-07-19,A1VY34,AVERY DENNIS,458.1,458.1,458.1,458.1,10,549720,0.0,-0.0
10817,2022-07-19,A2RE34,ARES MANAGEM,33.65,33.65,33.65,33.65,100,346590,0.0,-0.0
10825,2022-07-22,SNSY5,SANSUY,2.95,2.95,2.95,2.95,1500,442500,0.0,-0.0
10841,2022-07-22,STZB34,CONSTELLATIO,331.65,331.65,331.65,331.65,10,431140,0.0,-0.0
10895,2022-07-12,BIJH39,CORE MIDCAP,62.21,62.21,62.21,62.21,1820,11359540,0.0,-0.0
10905,2022-07-12,BIVW39,SP500GROWTH,41.7,41.7,41.7,41.7,1290,5412660,0.0,-0.0
10906,2022-07-12,BIWF39,RUSSEL1000GR,48.55,48.55,48.55,48.55,25920,125870730,0.0,-0.0
10932,2022-07-19,AFLT3,AFLUENTE T,8.8,8.8,8.8,8.8,200,176000,0.0,-0.0
10948,2022-07-05,AZOI34,AUTOZONE INC,569.89,569.89,569.89,569.89,20,1310740,0.0,-0.0
10952,2022-07-05,B1AX34,BAXTER INTER,175.69,175.69,175.69,175.69,30,667620,0.0,-0.0
10955,2022-07-05,B1GN34,BEIGENE LTD,41.6,41.6,41.6,41.6,100,416000,0.0,-0.0
10963,2022-07-05,B2UR34,BURLINGTONST,26.18,26.18,26.18,26.18,150,416260,0.0,-0.0
10970,2022-07-05,BAER39,US AEROSPACE,26.34,26.34,26.34,26.34,16090,42391590,0.0,-0.0
10972,2022-07-05,BALM3,BAUMER,14.25,14.25,14.25,14.25,100,142500,0.0,-0.0
11024,2022-07-12,BMEB4,MERC BRASIL,10.11,10.11,10.11,10.11,100,101100,0.0,-0.0
11040,2022-07-19,ARML3,ARMAC,10.66,11.0,10.43,10.66,224800,239138600,0.0,5.181818181818187
11088,2022-07-05,BBYY34,BEST BUY,374.1,374.1,374.1,374.1,90,3366900,0.0,-0.0
11097,2022-07-05,BCWV39,MSCIGLMIVOLF,50.7,50.7,50.7,50.7,2400,12168000,0.0,-0.0
11144,2022-07-19,B2UR34,BURLINGTONST,26.55,26.55,26.55,26.55,70,196470,0.0,-0.0
11155,2022-07-19,BALM4,BAUMER,10.3,10.3,10.3,10.3,100,103000,0.0,-0.0
11158,2022-07-19,BAZA3,AMAZONIA,39.16,39.16,39.0,39.16,1700,6639600,0.0,0.40858018386107364
11173,2022-07-05,BEFA39,MSCI EAFE,41.06,41.06,41.06,41.06,70000,287420000,0.0,-0.0
11186,2022-07-05,BEWQ39,MSCI FRANCE,38.97,38.97,38.97,38.97,10,38970,0.0,-0.0
11187,2022-07-05,BEWT39,MSCI TAIWAN,43.2,43.2,43.2,43.2,360,1555200,0.0,-0.0
11232,2022-07-12,BRGE3,ALFA CONSORC,6.42,6.42,6.42,6.42,100,64200,0.0,-0.0
11235,2022-07-12,BRIV3,ALFA INVEST,5.89,5.89,5.89,5.89,100,58900,0.0,-0.0
11242,2022-07-12,BRKM6,BRASKEM,23.0,23.0,23.0,23.0,800,1840000,0.0,-0.0
11250,2022-07-12,BRSR5,BANRISUL,17.3,17.3,17.3,17.3,100,173000,0.0,-0.0
11254,2022-07-05,BFCG39,FT NAT GAS,55.3,55.3,55.3,55.3,20,110600,0.0,-0.0
11269,2022-07-05,BIEI39,BKR 3 7 YRTR,54.08,54.08,54.08,54.08,40,216320,0.0,-0.0
11274,2022-07-05,BIIB34,BIOGEN,190.16,190.16,190.16,190.16,1540,29284640,0.0,-0.0
11285,2022-07-22,SYNE3,SYN PROP TEC,4.1,4.16,4.05,4.1,484600,198231900,0.0,2.644230769230782
11287,2022-07-22,T1AL34,TAL EDUCATIO,2.75,2.8,2.65,2.75,11780,3166930,0.0,5.357142857142849
